State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Andaman and Nicobar Islands,Port Blair,2024-10-01,15.87,30.21,6.32,19.63,2.68,9.39,0.3,5.64,24.1,0.99,1.15,0.84,26,Good,11.6,73.7,0.0,1.98,0.36,51.7
Andaman and Nicobar Islands,Port Blair,2024-11-01,22.81,51.02,11.84,16.78,18.07,8.37,1.4,11.05,33.78,1.82,4.71,0.62,38,Good,8.8,69.0,0.0,1.86,0.39,51.4
Andaman and Nicobar Islands,Port Blair,2024-12-01,33.73,54.04,16.43,13.44,19.76,18.93,1.75,14.29,31.43,1.57,2.26,1.03,56,Satisfactory,5.2,66.6,0.0,1.52,0.37,51.2
Andaman and Nicobar Islands,Port Blair,2025-01-01,54.42,52.95,3.35,32.3,18.32,4.0,1.4,12.43,13.08,1.67,1.84,0.41,91,Satisfactory,9.3,64.8,0.0,1.96,0.38,52.2
Andaman and Nicobar Islands,Port Blair,2025-02-01,41.36,50.09,10.27,7.79,7.14,13.44,1.34,4.11,38.09,1.04,2.86,0.73,69,Satisfactory,5.4,50.7,0.237,2.27,0.39,51.9
Andaman and Nicobar Islands,Port Blair,2025-03-01,30.91,72.58,11.83,19.83,12.2,9.23,0.84,8.62,15.84,1.5,1.59,1.21,51,Satisfactory,10.9,47.4,0.283,1.96,0.39,52.0
Andaman and Nicobar Islands,Port Blair,2025-04-01,17.27,62.03,4.78,16.21,15.93,6.5,0.99,6.73,14.45,0.4,0.68,0.57,29,Good,11.2,50.3,0.158,1.42,0.37,52.0
Andaman and Nicobar Islands,Port Blair,2025-05-01,33.14,18.0,2.47,13.18,4.24,3.56,0.24,3.5,14.65,1.96,2.13,0.65,55,Satisfactory,21.7,37.6,0.266,2.8,0.37,52.1
Andaman and Nicobar Islands,Port Blair,2025-06-01,17.21,49.03,3.74,6.95,6.27,1.55,0.47,9.76,24.39,0.85,3.79,0.4,29,Good,14.2,87.5,0.096,1.57,0.39,52.6
Andaman and Nicobar Islands,Port Blair,2025-07-01,10.43,10.0,5.55,9.61,5.57,4.88,0.33,4.29,3.14,0.22,0.64,0.05,17,Good,29.4,86.6,0.281,2.73,0.38,52.0
Andaman and Nicobar Islands,Port Blair,2025-08-01,21.85,47.71,3.79,18.56,3.88,3.49,0.26,1.0,2.44,0.89,0.1,0.41,36,Good,18.2,84.9,0.169,2.44,0.38,52.1
Andaman and Nicobar Islands,Port Blair,2025-09-01,27.99,24.45,4.73,15.44,8.53,5.88,0.64,3.89,15.91,1.06,3.4,0.52,47,Good,20.0,76.9,0.03,1.78,0.38,52.2
Andaman and Nicobar Islands,Port Blair,2025-10-01,17.89,10.0,3.8,12.97,17.69,14.22,0.3,7.32,25.67,1.48,1.66,1.37,30,Good,11.6,70.7,0.144,2.01,0.37,52.2
Andaman and Nicobar Islands,Port Blair,2025-11-01,41.71,44.6,11.24,20.29,22.99,14.77,0.54,3.46,19.28,1.54,3.61,1.83,69,Satisfactory,10.9,72.7,0.18,1.84,0.38,52.2
Andaman and Nicobar Islands,Port Blair,2025-12-01,20.67,90.81,18.77,9.76,27.12,9.37,0.86,5.67,12.96,1.31,1.72,0.44,34,Good,7.3,63.3,0.11,1.88,0.38,52.0
Andhra Pradesh,Guntur,2014-01-01,93.15,63.91,14.53,43.83,30.87,7.77,0.96,19.63,34.46,2.23,4.33,2.29,208,Poor,5.8,67.7,1.026,6.25,11.31,302.5
Andhra Pradesh,Guntur,2014-02-01,52.04,134.14,29.14,40.49,25.7,10.86,1.7,15.51,52.93,2.65,7.88,2.14,87,Satisfactory,8.7,57.5,1.127,6.12,10.99,305.6
Andhra Pradesh,Guntur,2014-03-01,72.53,40.08,13.42,19.53,21.11,19.64,1.85,15.4,18.57,2.27,6.67,2.67,140,Moderate,8.6,39.5,1.38,6.81,10.9,305.5
Andhra Pradesh,Guntur,2014-04-01,47.96,121.41,4.33,29.24,33.97,15.85,1.68,15.41,43.61,3.9,4.81,0.69,80,Satisfactory,7.8,38.6,1.183,5.19,11.03,305.8
Andhra Pradesh,Guntur,2014-05-01,42.76,67.12,10.15,39.14,28.49,17.2,1.59,18.72,34.13,2.77,7.03,0.41,71,Satisfactory,15.5,39.9,1.172,5.74,11.11,302.9
Andhra Pradesh,Guntur,2014-06-01,30.3,67.28,6.14,9.12,24.49,8.25,0.72,7.06,25.75,0.66,5.53,0.57,50,Good,18.4,81.3,0.936,6.2,11.13,305.1
Andhra Pradesh,Guntur,2014-07-01,21.33,24.65,5.53,10.59,10.53,7.46,0.62,8.07,9.83,2.08,5.4,0.5,36,Good,19.5,89.6,1.263,5.8,10.82,302.3
Andhra Pradesh,Guntur,2014-08-01,24.68,63.75,11.92,7.92,17.05,11.98,0.53,2.91,22.48,0.88,1.91,1.24,41,Good,22.1,83.1,1.054,4.98,11.21,305.3
Andhra Pradesh,Guntur,2014-09-01,31.9,81.06,7.86,21.37,11.26,5.22,0.73,5.37,10.38,0.9,1.11,1.72,53,Satisfactory,16.0,86.8,1.031,6.27,11.28,305.1
Andhra Pradesh,Guntur,2014-10-01,42.48,95.78,16.45,20.87,8.6,19.44,1.3,12.02,36.33,0.91,4.09,2.09,70,Satisfactory,5.7,75.5,1.472,6.02,10.74,308.3
Andhra Pradesh,Guntur,2014-11-01,70.23,130.73,13.41,27.76,35.43,19.04,1.4,19.76,54.37,2.27,5.33,3.82,133,Moderate,6.8,59.3,1.324,6.41,11.19,301.6
Andhra Pradesh,Guntur,2014-12-01,54.88,74.87,22.72,56.93,10.97,32.75,1.52,13.96,22.35,2.12,7.68,3.21,91,Satisfactory,3.8,59.2,1.297,5.39,11.01,304.9
Andhra Pradesh,Guntur,2015-01-01,45.64,147.49,25.96,19.66,24.92,8.63,1.13,22.25,17.33,4.44,7.37,3.43,76,Satisfactory,4.2,68.2,1.325,5.44,11.43,310.4
Andhra Pradesh,Guntur,2015-02-01,67.31,123.79,24.53,17.97,19.98,24.91,0.89,19.87,26.84,2.18,5.57,2.74,123,Moderate,5.9,41.7,1.22,5.67,11.33,309.4
Andhra Pradesh,Guntur,2015-03-01,75.9,59.08,3.44,31.26,9.55,18.65,0.78,5.51,31.51,2.16,4.58,0.79,152,Moderate,4.8,38.1,1.168,5.83,11.16,310.5
Andhra Pradesh,Guntur,2015-04-01,44.97,90.32,21.23,15.08,5.78,5.81,0.8,15.27,32.6,1.74,5.39,0.58,75,Satisfactory,16.1,31.9,1.301,6.63,11.27,308.9
Andhra Pradesh,Guntur,2015-05-01,67.35,106.11,13.91,36.49,8.64,10.95,1.21,13.4,45.8,2.5,7.19,0.63,123,Moderate,11.8,48.2,1.259,6.31,11.75,308.4
Andhra Pradesh,Guntur,2015-06-01,46.86,67.94,14.1,20.29,21.08,3.36,1.07,12.55,27.68,1.61,4.22,1.82,78,Satisfactory,10.6,70.6,1.112,7.07,11.31,307.4
Andhra Pradesh,Guntur,2015-07-01,27.35,75.94,8.59,23.44,14.95,15.02,0.2,7.26,10.38,0.86,1.61,1.45,46,Good,19.2,93.7,1.442,5.8,11.26,312.7
Andhra Pradesh,Guntur,2015-08-01,26.48,53.22,7.17,11.09,17.22,9.89,0.83,5.41,11.77,0.9,1.12,1.41,44,Good,23.3,76.6,1.232,6.32,11.47,307.7
Andhra Pradesh,Guntur,2015-09-01,25.19,70.07,12.9,6.27,24.33,10.69,0.78,6.02,21.77,2.11,1.92,0.88,42,Good,15.3,76.1,1.278,6.35,11.52,307.8
Andhra Pradesh,Guntur,2015-10-01,64.29,46.88,21.67,13.4,31.84,13.4,1.35,11.62,36.14,1.51,2.76,1.09,112,Moderate,10.1,78.0,1.088,6.83,11.3,308.9
Andhra Pradesh,Guntur,2015-11-01,60.67,188.14,22.11,35.87,33.55,30.61,1.2,8.89,51.42,3.56,5.62,2.67,100,Satisfactory,5.6,65.5,1.092,5.44,11.41,308.8
Andhra Pradesh,Guntur,2015-12-01,82.87,142.75,31.56,47.56,41.76,30.13,1.48,13.01,8.01,3.54,7.33,4.1,176,Moderate,4.3,62.1,1.458,5.98,11.36,308.3
Andhra Pradesh,Guntur,2016-01-01,91.82,187.38,17.83,38.01,50.62,4.26,1.27,20.37,19.47,1.76,7.77,0.58,204,Poor,5.7,54.3,1.061,6.33,11.64,314.1
Andhra Pradesh,Guntur,2016-02-01,65.95,152.91,26.56,37.86,35.63,22.07,1.2,5.4,39.48,4.49,8.21,1.09,118,Moderate,3.4,52.5,1.257,6.65,11.31,311.4
Andhra Pradesh,Guntur,2016-03-01,59.82,114.39,3.44,16.81,25.3,17.65,1.27,12.42,20.76,2.0,2.2,2.19,100,Satisfactory,6.1,51.0,0.852,5.96,11.39,311.1
Andhra Pradesh,Guntur,2016-04-01,56.56,52.59,21.33,16.16,1.15,9.53,1.77,8.66,40.28,3.85,2.88,2.19,94,Satisfactory,11.1,24.3,1.036,5.58,11.36,312.1
Andhra Pradesh,Guntur,2016-05-01,81.33,53.6,9.38,14.84,36.58,7.22,1.32,7.68,53.47,3.48,8.29,2.28,170,Moderate,14.1,36.9,1.216,5.88,11.59,313.7
Andhra Pradesh,Guntur,2016-06-01,17.04,91.26,6.52,15.18,22.13,5.31,0.63,11.22,16.34,0.33,3.25,0.92,28,Good,18.7,71.0,0.854,6.69,11.32,312.1
Andhra Pradesh,Guntur,2016-07-01,41.31,68.27,8.15,18.22,10.91,9.2,0.45,1.0,22.14,1.62,3.85,0.42,68,Satisfactory,16.3,91.9,1.638,6.37,11.85,312.4
Andhra Pradesh,Guntur,2016-08-01,18.77,57.15,8.56,10.74,14.04,2.91,0.64,3.78,12.1,0.66,5.19,1.93,31,Good,18.6,89.0,0.934,6.7,11.64,310.0
Andhra Pradesh,Guntur,2016-09-01,27.82,73.72,6.4,21.81,17.18,7.36,0.74,5.45,22.84,0.97,2.82,0.98,46,Good,9.6,91.0,1.268,6.47,11.85,313.5
Andhra Pradesh,Guntur,2016-10-01,44.64,81.54,6.37,11.2,10.18,18.08,0.92,8.79,23.28,1.61,5.88,2.01,74,Satisfactory,11.6,82.2,1.226,6.8,11.75,314.9
Andhra Pradesh,Guntur,2016-11-01,84.2,74.4,19.98,38.14,46.97,22.21,2.07,15.41,41.25,5.14,11.09,1.11,180,Moderate,2.5,62.8,1.168,6.45,11.59,313.3
Andhra Pradesh,Guntur,2016-12-01,69.45,94.41,17.44,43.49,25.4,18.95,0.83,23.83,41.35,3.5,4.79,2.93,130,Moderate,6.5,60.4,1.022,6.3,11.88,311.2
Andhra Pradesh,Guntur,2017-01-01,48.01,116.38,8.73,36.6,50.24,24.67,1.65,16.31,48.0,4.01,5.42,3.56,80,Satisfactory,1.5,56.7,1.194,6.37,11.56,319.8
Andhra Pradesh,Guntur,2017-02-01,61.6,129.4,7.79,28.17,39.18,10.08,0.87,13.89,32.06,2.7,4.71,2.15,103,Moderate,4.0,45.1,1.143,6.06,11.38,317.9
Andhra Pradesh,Guntur,2017-03-01,61.31,90.81,11.9,36.65,28.06,20.78,1.28,15.52,15.08,2.13,9.37,2.59,102,Moderate,9.3,40.7,1.351,6.34,11.83,315.4
Andhra Pradesh,Guntur,2017-04-01,55.62,63.1,15.26,34.46,11.85,4.31,1.53,9.21,28.72,3.34,6.44,1.98,93,Satisfactory,11.8,30.7,1.218,5.92,12.08,314.6
Andhra Pradesh,Guntur,2017-05-01,57.59,68.03,19.31,18.94,6.64,22.99,1.08,8.47,43.55,2.68,5.03,1.93,96,Satisfactory,16.6,44.9,1.181,6.49,11.81,316.4
Andhra Pradesh,Guntur,2017-06-01,24.73,93.75,13.16,20.98,8.46,9.08,0.43,4.26,9.05,1.59,4.17,0.62,41,Good,13.5,56.3,1.134,6.35,11.64,315.3
Andhra Pradesh,Guntur,2017-07-01,20.07,90.51,9.38,9.25,2.66,7.54,1.03,1.0,13.62,1.14,0.78,0.49,33,Good,20.0,81.2,1.037,6.27,12.07,315.5
Andhra Pradesh,Guntur,2017-08-01,19.8,17.93,6.97,10.34,15.3,5.83,0.89,2.97,12.38,2.07,3.2,0.32,33,Good,17.4,94.9,1.097,6.17,11.6,316.4
Andhra Pradesh,Guntur,2017-09-01,28.91,85.42,12.64,14.52,10.38,15.73,0.61,11.31,29.89,1.27,3.39,0.93,48,Good,13.6,84.8,1.162,7.03,12.08,315.9
Andhra Pradesh,Guntur,2017-10-01,41.56,97.26,18.3,9.93,26.31,15.73,1.15,11.01,29.1,2.9,7.97,0.69,69,Satisfactory,8.2,69.5,0.967,6.04,11.63,316.4
Andhra Pradesh,Guntur,2017-11-01,72.23,157.01,12.43,23.71,41.37,11.94,2.24,21.77,19.99,2.86,2.14,1.96,139,Moderate,4.6,57.1,1.384,7.01,11.4,314.7
Andhra Pradesh,Guntur,2017-12-01,111.96,210.91,24.99,37.4,41.98,22.86,1.61,20.94,17.52,4.49,4.89,1.14,273,Poor,5.9,81.8,1.321,5.91,11.88,314.4
Andhra Pradesh,Guntur,2018-01-01,48.87,181.59,8.38,33.81,49.9,18.25,1.58,20.02,45.69,3.15,9.6,1.38,81,Satisfactory,6.3,55.9,1.147,6.44,12.06,320.3
Andhra Pradesh,Guntur,2018-02-01,69.9,96.53,25.02,32.04,17.21,27.9,1.87,17.04,31.03,3.07,4.21,1.24,131,Moderate,6.0,48.4,1.149,6.21,12.12,320.3
Andhra Pradesh,Guntur,2018-03-01,36.72,95.79,11.33,25.08,33.52,12.35,0.87,1.7,30.83,1.37,9.02,1.27,61,Satisfactory,10.8,35.3,1.231,6.01,12.43,319.1
Andhra Pradesh,Guntur,2018-04-01,34.37,109.24,8.37,19.56,7.94,22.05,1.34,8.61,53.66,1.09,4.19,1.75,57,Satisfactory,9.8,36.6,1.108,5.93,12.31,318.4
Andhra Pradesh,Guntur,2018-05-01,51.36,53.94,10.65,36.15,34.39,18.81,0.97,6.64,20.23,0.91,6.22,1.14,85,Satisfactory,16.9,35.3,1.032,6.09,11.99,320.2
Andhra Pradesh,Guntur,2018-06-01,23.29,47.44,0.5,8.32,11.32,11.31,1.08,2.99,15.98,2.64,3.79,1.82,39,Good,15.9,73.6,1.085,6.17,11.99,318.4
Andhra Pradesh,Guntur,2018-07-01,26.21,74.63,14.4,11.84,8.68,3.79,0.48,10.46,3.57,1.44,3.94,1.4,44,Good,23.2,86.0,1.097,6.57,11.98,316.0
Andhra Pradesh,Guntur,2018-08-01,38.83,70.89,10.35,7.9,7.95,11.74,0.29,6.41,11.1,1.74,2.28,0.42,64,Satisfactory,15.2,87.1,1.186,6.5,12.21,318.0
Andhra Pradesh,Guntur,2018-09-01,38.16,77.63,12.89,11.36,9.94,6.24,0.73,5.74,10.62,1.76,2.58,0.75,63,Satisfactory,13.9,79.3,1.141,6.29,12.0,317.9
Andhra Pradesh,Guntur,2018-10-01,29.59,72.85,12.88,25.26,21.6,6.65,1.09,12.6,35.15,2.53,7.32,2.39,49,Good,8.8,65.6,1.203,6.71,12.06,319.1
Andhra Pradesh,Guntur,2018-11-01,80.3,188.43,26.72,50.18,33.02,10.95,1.69,23.54,45.53,4.67,11.57,3.09,167,Moderate,8.0,72.0,1.246,6.24,12.37,322.5
Andhra Pradesh,Guntur,2018-12-01,80.36,87.38,32.71,23.77,16.87,28.42,1.06,16.73,33.78,5.16,12.27,3.19,167,Moderate,5.9,67.0,1.063,6.2,11.66,319.9
Andhra Pradesh,Guntur,2019-01-01,70.88,86.71,13.82,28.52,32.09,30.77,1.06,7.65,28.69,2.56,6.82,0.66,135,Moderate,1.6,52.8,1.224,6.43,12.5,324.5
Andhra Pradesh,Guntur,2019-02-01,75.41,87.62,21.21,37.11,22.34,14.72,1.25,21.4,21.23,2.41,8.71,1.6,150,Moderate,8.7,52.1,0.918,6.64,12.32,324.1
Andhra Pradesh,Guntur,2019-03-01,51.94,44.15,12.04,34.02,34.5,15.67,1.73,9.51,32.27,2.14,7.28,0.65,86,Satisfactory,4.6,30.1,0.991,5.94,12.21,325.5
Andhra Pradesh,Guntur,2019-04-01,60.24,115.61,18.46,26.04,37.81,14.07,1.12,8.79,21.4,1.98,5.73,2.24,98,Satisfactory,13.4,35.6,0.999,6.87,12.53,324.6
Andhra Pradesh,Guntur,2019-05-01,46.94,85.82,5.07,19.72,16.84,9.35,0.5,13.68,16.64,1.67,3.45,1.55,78,Satisfactory,17.4,33.8,1.317,6.12,12.43,320.8
Andhra Pradesh,Guntur,2019-06-01,34.2,70.42,8.59,17.23,16.08,8.6,0.31,7.0,22.92,2.43,4.24,0.85,56,Satisfactory,19.5,79.5,0.93,6.18,12.48,324.0
Andhra Pradesh,Guntur,2019-07-01,18.91,68.22,7.51,15.71,10.56,7.5,0.94,6.76,17.23,0.74,4.06,1.05,32,Good,14.8,87.5,1.226,6.83,11.89,322.2
Andhra Pradesh,Guntur,2019-08-01,38.35,64.74,8.71,19.4,17.37,10.06,0.76,7.24,4.59,1.08,1.81,1.1,63,Satisfactory,18.7,98.1,1.284,7.09,12.67,323.8
Andhra Pradesh,Guntur,2019-09-01,7.38,76.64,7.29,23.53,6.47,9.68,0.71,1.97,22.51,1.58,1.16,1.36,12,Good,12.8,87.0,1.347,6.57,12.56,322.1
Andhra Pradesh,Guntur,2019-10-01,42.46,61.27,12.18,13.01,15.0,22.08,1.05,4.16,15.4,1.92,3.74,0.7,70,Satisfactory,10.5,69.6,1.137,4.84,12.31,323.2
Andhra Pradesh,Guntur,2019-11-01,78.82,165.61,21.1,22.34,33.1,21.18,2.62,15.63,36.76,5.67,12.1,2.52,162,Moderate,5.1,59.2,1.25,6.56,12.38,326.7
Andhra Pradesh,Guntur,2019-12-01,114.57,117.33,31.31,43.73,34.88,19.73,1.96,26.18,59.77,2.85,5.19,1.84,281,Poor,4.7,76.5,1.407,6.21,12.42,322.3
Andhra Pradesh,Guntur,2020-01-01,40.02,94.35,22.14,47.51,26.65,32.52,1.44,21.6,38.28,1.41,11.59,2.44,66,Satisfactory,6.5,75.9,1.037,7.2,12.46,327.9
Andhra Pradesh,Guntur,2020-02-01,43.67,147.06,18.13,24.21,13.78,22.99,1.64,10.81,23.67,4.07,9.49,2.3,72,Satisfactory,7.3,44.8,1.122,6.33,12.68,328.8
Andhra Pradesh,Guntur,2020-03-01,10.97,39.74,0.58,17.46,19.02,4.83,0.81,5.7,12.76,1.01,2.75,1.22,18,Good,11.2,36.3,1.211,6.86,12.87,326.6
Andhra Pradesh,Guntur,2020-04-01,22.64,33.24,6.35,10.07,10.0,3.34,0.12,4.2,10.16,0.97,2.63,1.07,38,Good,8.4,37.4,1.254,6.08,12.62,327.1
Andhra Pradesh,Guntur,2020-05-01,20.92,64.84,7.31,15.87,13.73,2.78,0.61,2.86,11.34,1.36,3.39,0.89,35,Good,11.1,46.8,1.238,6.35,12.53,326.8
Andhra Pradesh,Guntur,2020-06-01,35.42,43.09,9.6,10.02,6.1,5.38,0.69,8.99,10.18,0.97,3.49,0.05,58,Satisfactory,16.9,72.6,0.971,6.29,12.56,327.1
Andhra Pradesh,Guntur,2020-07-01,32.35,34.84,7.9,6.51,20.67,8.97,0.84,10.98,13.79,1.89,2.23,1.45,53,Satisfactory,18.7,85.3,1.288,6.71,12.75,326.9
Andhra Pradesh,Guntur,2020-08-01,43.45,78.25,11.74,19.64,7.24,10.25,1.08,12.45,10.55,0.42,1.97,0.31,72,Satisfactory,21.0,87.8,1.208,7.37,12.77,328.5
Andhra Pradesh,Guntur,2020-09-01,46.05,61.23,6.22,24.34,8.07,5.85,1.28,11.96,21.56,1.74,4.49,1.21,76,Satisfactory,8.0,80.0,1.188,6.89,12.51,325.8
Andhra Pradesh,Guntur,2020-10-01,27.61,71.8,19.69,14.46,27.2,19.65,1.6,9.03,18.69,2.68,5.63,1.48,46,Good,8.3,67.0,1.159,6.46,12.78,326.9
Andhra Pradesh,Guntur,2020-11-01,72.7,128.01,35.9,37.22,27.31,35.77,1.59,6.63,30.78,3.06,2.29,4.07,141,Moderate,5.0,71.2,1.072,6.74,12.54,327.7
Andhra Pradesh,Guntur,2020-12-01,89.97,198.2,20.72,41.9,52.33,34.61,1.58,27.65,48.07,1.96,7.62,2.13,200,Moderate,5.8,67.9,1.283,6.44,12.85,328.3
Andhra Pradesh,Guntur,2021-01-01,55.59,113.08,25.21,21.59,28.7,6.43,2.49,7.75,22.99,3.94,6.59,2.03,93,Satisfactory,5.8,54.8,0.957,7.17,12.88,331.9
Andhra Pradesh,Guntur,2021-02-01,32.74,59.25,8.47,46.21,20.09,21.5,0.87,11.61,30.8,2.85,10.22,1.92,54,Satisfactory,6.2,49.0,1.089,6.28,12.92,328.0
Andhra Pradesh,Guntur,2021-03-01,61.62,133.3,20.6,16.2,10.31,5.3,0.52,10.08,26.5,1.31,2.67,2.53,103,Moderate,5.7,53.2,1.005,7.09,12.82,331.6
Andhra Pradesh,Guntur,2021-04-01,57.38,90.15,7.66,15.57,23.63,6.24,0.93,14.42,30.42,1.77,3.91,2.09,96,Satisfactory,8.9,34.4,1.281,6.06,12.61,331.7
Andhra Pradesh,Guntur,2021-05-01,37.85,61.12,25.14,31.05,11.95,21.09,0.76,17.33,17.56,1.28,3.36,1.38,63,Satisfactory,13.8,44.8,1.128,6.58,12.98,330.5
Andhra Pradesh,Guntur,2021-06-01,19.18,52.34,9.7,16.3,22.98,14.88,1.22,9.53,14.84,2.74,4.37,1.59,32,Good,12.6,53.3,1.149,6.5,12.9,332.9
Andhra Pradesh,Guntur,2021-07-01,20.38,49.57,10.53,4.18,8.49,5.52,0.32,6.77,17.01,1.42,3.35,0.38,34,Good,20.2,80.4,1.001,5.72,12.71,330.0
Andhra Pradesh,Guntur,2021-08-01,36.83,70.41,5.95,21.21,11.35,4.81,0.93,5.96,13.73,1.65,4.35,0.83,61,Satisfactory,21.4,97.6,1.465,6.93,12.91,331.4
Andhra Pradesh,Guntur,2021-09-01,28.89,74.56,15.98,12.95,14.65,10.03,0.36,8.09,6.93,2.27,2.55,0.71,48,Good,9.1,91.2,0.977,6.78,13.51,334.1
Andhra Pradesh,Guntur,2021-10-01,67.56,114.41,5.29,25.93,29.52,18.09,1.34,6.77,13.27,2.86,4.26,0.54,123,Moderate,10.3,73.4,1.106,6.24,13.33,332.5
Andhra Pradesh,Guntur,2021-11-01,83.35,169.22,24.49,49.25,23.1,19.83,2.41,19.42,63.74,4.54,7.1,2.17,177,Moderate,7.4,59.0,0.738,6.32,12.95,329.9
Andhra Pradesh,Guntur,2021-12-01,83.35,118.35,19.05,51.4,23.71,23.58,2.58,14.76,11.32,4.02,13.42,2.17,177,Moderate,4.5,60.1,1.457,6.87,13.02,331.6
Andhra Pradesh,Guntur,2022-01-01,45.56,113.82,27.55,25.32,24.7,21.41,1.71,6.67,25.31,4.07,10.47,1.62,76,Satisfactory,5.8,55.3,0.962,6.36,13.15,333.7
Andhra Pradesh,Guntur,2022-02-01,41.13,78.25,20.58,17.41,40.84,8.81,2.08,18.59,25.93,2.17,5.75,1.69,68,Satisfactory,10.7,59.6,1.087,6.24,13.35,335.3
Andhra Pradesh,Guntur,2022-03-01,54.97,112.09,17.17,25.55,30.25,19.26,0.26,19.45,17.54,1.56,9.75,1.23,92,Satisfactory,11.8,34.6,1.039,7.31,13.37,334.1
Andhra Pradesh,Guntur,2022-04-01,59.06,74.57,9.78,30.44,17.83,16.04,1.26,6.65,35.32,1.34,7.85,1.61,98,Satisfactory,8.4,44.6,0.944,7.02,13.3,336.6
Andhra Pradesh,Guntur,2022-05-01,37.2,93.47,28.29,29.92,16.36,17.95,2.08,10.18,43.47,1.27,2.85,0.79,61,Satisfactory,15.0,44.0,1.171,7.57,13.07,334.5
Andhra Pradesh,Guntur,2022-06-01,19.98,68.09,9.61,14.56,15.38,11.08,0.46,3.17,12.66,1.81,4.81,0.77,33,Good,15.5,60.5,1.205,6.98,13.17,337.2
Andhra Pradesh,Guntur,2022-07-01,40.83,29.94,5.44,10.59,12.58,11.52,1.06,9.82,15.07,1.18,1.47,1.19,68,Satisfactory,10.1,79.7,1.025,7.35,13.09,333.7
Andhra Pradesh,Guntur,2022-08-01,37.41,53.0,8.57,15.81,11.25,7.52,0.49,6.84,11.7,0.22,2.83,0.34,62,Satisfactory,14.3,87.6,0.544,7.38,13.17,335.4
Andhra Pradesh,Guntur,2022-09-01,21.21,47.6,11.12,15.93,14.74,3.92,1.11,9.55,26.26,0.87,1.52,0.89,35,Good,12.3,77.2,0.876,7.09,12.88,333.8
Andhra Pradesh,Guntur,2022-10-01,43.82,71.38,14.58,24.08,14.62,15.73,0.79,11.04,19.65,2.25,5.2,2.04,73,Satisfactory,10.6,62.6,1.16,6.62,13.04,338.1
Andhra Pradesh,Guntur,2022-11-01,82.1,130.57,12.62,22.38,43.8,29.62,1.73,16.59,33.05,2.89,13.09,1.68,173,Moderate,6.3,56.0,1.116,6.89,13.28,334.3
Andhra Pradesh,Guntur,2022-12-01,88.62,93.33,5.49,49.71,17.6,35.76,1.08,21.56,52.47,2.04,6.12,1.24,195,Moderate,3.4,49.6,1.142,7.07,13.72,333.1
Andhra Pradesh,Guntur,2023-01-01,104.48,186.72,8.73,40.96,45.26,8.99,0.71,18.74,53.02,2.13,9.56,3.32,247,Poor,5.1,71.6,1.259,6.22,13.59,336.1
Andhra Pradesh,Guntur,2023-02-01,40.77,88.32,24.97,39.81,41.4,22.64,1.23,20.01,24.95,1.8,7.53,2.77,68,Satisfactory,6.0,65.7,1.03,7.06,12.89,338.6
Andhra Pradesh,Guntur,2023-03-01,56.65,126.31,8.34,17.66,24.23,22.9,1.3,18.25,11.18,2.17,9.31,1.24,94,Satisfactory,7.2,52.5,1.018,7.12,13.28,340.2
Andhra Pradesh,Guntur,2023-04-01,65.53,46.51,16.76,24.55,23.27,8.13,0.91,14.21,43.3,1.68,3.62,1.74,116,Moderate,10.2,24.4,0.973,6.79,13.53,337.5
Andhra Pradesh,Guntur,2023-05-01,63.05,130.3,17.41,12.56,18.61,13.54,0.55,9.61,39.1,2.73,7.63,2.32,108,Moderate,13.7,41.0,0.85,6.12,13.42,340.6
Andhra Pradesh,Guntur,2023-06-01,38.16,66.75,7.91,13.41,14.33,13.22,0.24,3.98,23.4,2.01,5.74,0.96,63,Satisfactory,15.6,60.2,0.878,6.4,13.55,336.2
Andhra Pradesh,Guntur,2023-07-01,41.35,58.64,12.43,20.5,8.97,9.58,0.46,8.14,29.36,1.15,3.89,1.07,68,Satisfactory,15.6,71.1,0.914,6.62,13.72,336.8
Andhra Pradesh,Guntur,2023-08-01,36.78,52.01,10.92,10.18,8.98,6.56,0.48,6.27,17.41,1.88,2.42,0.98,61,Satisfactory,15.1,74.5,1.05,6.62,13.59,336.5
Andhra Pradesh,Guntur,2023-09-01,43.35,45.93,6.54,4.63,11.46,13.15,0.62,6.54,21.12,0.1,5.59,1.11,72,Satisfactory,13.4,69.0,0.956,6.29,13.71,336.8
Andhra Pradesh,Guntur,2023-10-01,65.46,124.56,9.09,32.96,21.05,5.49,1.22,13.2,15.18,2.61,8.43,1.22,116,Moderate,9.4,62.9,0.943,7.45,13.69,337.3
Andhra Pradesh,Guntur,2023-11-01,66.3,195.22,24.53,48.59,35.04,15.19,1.51,19.82,39.45,2.42,11.83,1.58,119,Moderate,3.8,66.2,1.152,7.18,13.48,338.9
Andhra Pradesh,Guntur,2023-12-01,68.81,142.63,33.62,14.91,38.0,17.29,1.82,14.48,29.96,1.59,11.47,4.33,128,Moderate,3.0,75.7,1.07,6.41,13.37,336.7
